Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor/m2;Valor Bruto;Tipo Agregado
Conjunto Comercial/Sala;Centro;0;0;0;180;5000.0;1807.0;720.0;27.78;7527.0;Apartamento
Apartamento;Leblon;3;2;1;128;7900.0;2300.0;0.0;61.72;;Apartamento
Apartamento;Ipanema;3;2;1;100;7900.0;862.0;380.0;79.0;9142.0;Apartamento
Apartamento;Ipanema;1;1;1;83;4000.0;1350.0;410.0;48.19;5760.0;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;1;105;1900.0;1492.0;205.0;18.1;3597.0;Apartamento
Apartamento;Leblon;4;3;4;304;25000.0;5141.0;1638.0;82.24;31779.0;Apartamento
Conjunto Comercial/Sala;Centro;0;1;0;384;34636.0;10662.0;1406.0;90.2;46704.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;200;5500.0;1850.0;230.0;27.5;7580.0;Apartamento
Apartamento;Barra da Tijuca;2;2;1;75;2800.0;1300.0;160.0;37.33;4260.0;Apartamento
Casa;Catete;4;0;0;289;4200.0;190.0;384.0;14.53;4774.0;Casa
Apartamento;Barra da Tijuca;2;1;1;92;3000.0;860.0;252.0;32.61;4112.0;Apartamento
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;0;0;27;600.0;850.0;104.0;22.22;1554.0;Apartamento
Apartamento;Ipanema;3;0;1;114;3500.0;1500.0;165.0;30.7;5165.0;Apartamento
Apartamento;Leblon;4;2;2;153;7500.0;1800.0;647.0;49.02;9947.0;Apartamento
Apartamento;Catete;2;1;0;50;2300.0;610.0;0.0;46.0;;Apartamento
Apartamento;Ipanema;2;2;2;82;8000.0;3570.0;5992.0;97.56;17562.0;Apartamento
Apartamento;Copacabana;2;0;1;60;2800.0;550.0;50.0;46.67;3400.0;Apartamento
Apartamento;Flamengo;2;0;0;60;2500.0;760.0;80.0;41.67;3340.0;Apartamento
Apartamento;Leblon;3;2;1;260;15000.0;6500.0;1816.0;57.69;23316.0;Apartamento
Apartamento;Lagoa;4;4;4;380;25000.0;4200.0;1500.0;65.79;30700.0;Apartamento
Apartamento;Ipanema;2;1;1;85;6000.0;4200.0;520.0;70.59;10720.0;Apartamento
Apartamento;Barra da Tijuca;1;1;1;75;1500.0;1300.0;0.0;20.0;;Apartamento
Conjunto Comercial/Sala;Leblon;0;4;0;300;70000.0;15245.0;0.0;233.33;;Apartamento
Apartamento;Andaraí;2;0;2;80;2000.0;300.0;100.0;25.0;2400.0;Apartamento
Apartamento;Leblon;2;2;1;148;6700.0;1560.0;590.0;45.27;8850.0;Apartamento
Conjunto Comercial/Sala;Senador Camará;0;0;0;28;670.0;0.0;0.0;23.93;;Apartamento
Conjunto Comercial/Sala;Centro;0;10;0;800;40000.0;6200.0;1700.0;50.0;47900.0;Apartamento
Apartamento;Leblon;3;1;0;82;3800.0;1478.0;220.0;46.34;5498.0;Apartamento
Conjunto Comercial/Sala;Bonsucesso;0;1;0;33;650.0;510.0;36.0;19.7;1196.0;Apartamento
Apartamento;São Conrado;5;2;1;240;6000.0;2200.0;600.0;25.0;8800.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;340;15343.0;7439.0;2013.0;45.13;24795.0;Apartamento
Quitinete;Tijuca;1;0;0;30;950.0;193.0;24.0;31.67;1167.0;Apartamento
Apartamento;Barra da Tijuca;4;3;1;350;20000.0;3980.0;2100.0;57.14;26080.0;Apartamento
Apartamento;Barra da Tijuca;3;2;3;132;3600.0;1790.0;366.0;27.27;5756.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;32;1800.0;1170.0;0.0;56.25;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;36;1500.0;350.0;0.0;41.67;;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;79;1400.0;955.0;145.0;17.72;2500.0;Apartamento
Apartamento;Barra da Tijuca;3;3;1;180;5000.0;2885.0;800.0;27.78;8685.0;Apartamento
Casa;Oswaldo Cruz;1;0;0;36;800.0;0.0;0.0;22.22;;Casa
Casa;Jardim Botânico;4;2;2;380;15000.0;0.0;6700.0;39.47;;Casa
Quitinete;Flamengo;1;0;0;30;1600.0;320.0;20.0;53.33;1940.0;Apartamento
Apartamento;Laranjeiras;3;0;0;120;5500.0;550.0;195.0;45.83;6245.0;Apartamento
Apartamento;Ipanema;3;2;2;210;10500.0;3540.0;640.0;50.0;14680.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;270;7000.0;3200.0;1172.0;25.93;11372.0;Apartamento
Casa;Santíssimo;2;0;0;60;700.0;0.0;0.0;11.67;;Casa
Apartamento;Ipanema;3;1;1;130;6000.0;2008.0;430.0;46.15;8438.0;Apartamento
Apartamento;Humaitá;2;1;1;80;3100.0;1450.0;0.0;38.75;;Apartamento
Apartamento;Lins de Vasconcelos;2;1;0;54;1100.0;652.0;0.0;20.37;;Apartamento
Apartamento;Copacabana;3;1;0;75;2400.0;750.0;174.0;32.0;3324.0;Apartamento
Apartamento;Ipanema;3;2;1;130;5000.0;2107.0;402.0;38.46;7509.0;Apartamento
Apartamento;Laranjeiras;3;2;1;117;2800.0;978.0;205.0;23.93;3983.0;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;4;341;9000.0;850.0;766.0;26.39;10616.0;Casa
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;22;450.0;790.0;1120.0;20.45;2360.0;Apartamento
Apartamento;Barra da Tijuca;3;2;3;145;3200.0;3200.0;1800.0;22.07;8200.0;Apartamento
Apartamento;Ipanema;3;1;1;152;12900.0;1580.0;360.0;84.87;14840.0;Apartamento
Apartamento;Copacabana;1;0;0;30;2100.0;487.0;0.0;70.0;;Apartamento
Apartamento;Barra da Tijuca;3;3;3;300;8000.0;2287.0;1230.0;26.67;11517.0;Apartamento
Apartamento;Leblon;4;3;1;230;25000.0;5070.0;0.0;108.7;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;350;14000.0;8800.0;2080.0;40.0;24880.0;Apartamento
Apartamento;Barra da Tijuca;4;3;2;150;5000.0;2133.0;5331.0;33.33;12464.0;Apartamento
Apartamento;Copacabana;3;0;0;120;3000.0;750.0;140.0;25.0;3890.0;Apartamento
Apartamento;Jacarepaguá;3;2;1;200;4990.0;1700.0;230.0;24.95;6920.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;81;1700.0;1100.0;100.0;20.99;2900.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;13;0;400;48000.0;0.0;0.0;120.0;;Apartamento
Apartamento;Vila Isabel;2;1;0;40;1600.0;780.0;51.0;40.0;2431.0;Apartamento
Apartamento;Bonsucesso;2;0;0;107;1400.0;420.0;62.0;13.08;1882.0;Apartamento
Apartamento;Flamengo;4;3;2;216;7000.0;2450.0;0.0;32.41;;Apartamento
Apartamento;Ipanema;3;1;2;200;14000.0;1700.0;631.0;70.0;16331.0;Apartamento
Conjunto Comercial/Sala;Botafogo;0;14;0;700;40000.0;7870.0;9860.0;57.14;57730.0;Apartamento
Conjunto Comercial/Sala;Pilares;0;1;0;27;1100.0;585.0;0.0;40.74;;Apartamento
Apartamento;Lagoa;4;2;2;344;8000.0;3200.0;1258.0;23.26;12458.0;Apartamento
Casa de Condomínio;Barra da Tijuca;4;5;3;453;8500.0;520.0;684.0;18.76;9704.0;Casa
Apartamento;Jacarepaguá;1;1;0;50;1100.0;480.0;14.0;22.0;1594.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);4;2;1;218;2500.0;1205.0;320.0;11.47;4025.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;76;2300.0;1048.0;209.0;30.26;3557.0;Apartamento
Casa;Senador Vasconcelos;1;1;0;50;650.0;0.0;0.0;13.0;;Casa
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;34;1100.0;908.0;105.0;32.35;2113.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;65;1600.0;737.0;78.0;24.62;2415.0;Apartamento
Apartamento;Leblon;2;0;0;72;3000.0;950.0;256.0;41.67;4206.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;2;80;2200.0;699.0;162.0;27.5;3061.0;Apartamento
Apartamento;Ipanema;4;1;1;200;11000.0;2500.0;450.0;55.0;13950.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;40;1500.0;0.0;120.0;37.5;;Apartamento
Apartamento;Laranjeiras;4;1;1;280;7000.0;1870.0;582.0;25.0;9452.0;Apartamento
Casa de Condomínio;Barra da Tijuca;4;3;3;600;7800.0;1001.0;955.0;13.0;9756.0;Casa
Casa;Taquara;2;1;0;60;900.0;0.0;0.0;15.0;;Casa
Casa de Condomínio;Barra da Tijuca;4;3;4;600;15000.0;2200.0;1000.0;25.0;18200.0;Casa
Apartamento;Barra da Tijuca;4;1;3;160;8500.0;2300.0;345.0;53.12;11145.0;Apartamento
Apartamento;Gávea;3;1;1;140;4600.0;1600.0;0.0;32.86;;Apartamento
Apartamento;Ipanema;3;1;0;120;4800.0;1700.0;382.0;40.0;6882.0;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;45;1400.0;508.0;112.0;31.11;2020.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;28;0;1500;97500.0;0.0;0.0;65.0;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;26;1300.0;700.0;0.0;50.0;;Apartamento
Apartamento;Lapa;1;0;0;32;1650.0;700.0;220.0;51.56;2570.0;Apartamento
Apartamento;Ipanema;1;1;0;80;4200.0;1350.0;335.0;52.5;5885.0;Apartamento
Apartamento;Flamengo;1;0;0;16;1200.0;344.0;29.0;75.0;1573.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;50;1450.0;500.0;120.0;29.0;2070.0;Apartamento
Casa;Recreio dos Bandeirantes;7;0;3;600;12000.0;0.0;6000.0;20.0;;Casa
Apartamento;Copacabana;3;1;0;95;4800.0;1300.0;140.0;50.53;6240.0;Apartamento
Apartamento;São Cristóvão;2;1;1;55;1300.0;560.0;34.0;23.64;1894.0;Apartamento
Apartamento;Ipanema;3;1;1;140;7500.0;2900.0;500.0;53.57;10900.0;Apartamento
Casa;Lagoa;6;2;3;700;19000.0;0.0;0.0;27.14;;Casa
Apartamento;Tijuca;2;1;1;80;2200.0;789.0;69.0;27.5;3058.0;Apartamento
Apartamento;Botafogo;3;1;0;108;6500.0;1440.0;250.0;60.19;8190.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;105;2750.0;1484.0;0.0;26.19;;Apartamento
Apartamento;Braz de Pina;1;1;0;45;720.0;80.0;0.0;16.0;;Apartamento
Quitinete;Catete;1;0;0;30;1000.0;403.0;0.0;33.33;;Apartamento
Casa;Barra da Tijuca;3;4;1;222;4700.0;735.0;247.0;21.17;5682.0;Casa
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;20;1000.0;438.0;0.0;50.0;;Apartamento
Apartamento;Barra da Tijuca;2;1;1;100;2000.0;1444.0;266.0;20.0;3710.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;100;4000.0;1311.0;0.0;40.0;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;31;500.0;540.0;0.0;16.13;;Apartamento
Apartamento;Ipanema;1;1;1;105;10000.0;2900.0;700.0;95.24;13600.0;Apartamento
Apartamento;Ipanema;3;1;1;130;5500.0;1210.0;270.0;42.31;6980.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;95;1600.0;550.0;165.0;16.84;2315.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;81;1800.0;588.0;0.0;22.22;;Apartamento
Quitinete;Fátima;0;0;0;25;1000.0;400.0;25.0;40.0;1425.0;Apartamento
Apartamento;Engenho de Dentro;2;1;0;55;1100.0;270.0;17.0;20.0;1387.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;700.0;750.0;150.0;23.33;1600.0;Apartamento
Casa de Condomínio;Campo Grande;3;2;2;120;2200.0;100.0;0.0;18.33;;Casa
Apartamento;Jacarepaguá;2;1;0;60;850.0;536.0;17.0;14.17;1403.0;Apartamento
Apartamento;Tijuca;2;1;1;77;1800.0;812.0;105.0;23.38;2717.0;Apartamento
Apartamento;Maracanã;2;1;1;90;1800.0;1110.0;0.0;20.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;4;0;328;29520.0;5576.0;656.0;90.0;35752.0;Apartamento
Apartamento;Barra da Tijuca;2;3;2;129;4000.0;1740.0;319.0;31.01;6059.0;Apartamento
Casa;Taquara;4;1;0;120;2000.0;633.0;0.0;16.67;;Casa
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;1400.0;550.0;106.0;38.89;2056.0;Apartamento
Apartamento;Vila Isabel;2;1;0;80;1200.0;400.0;83.0;15.0;1683.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;3;0;210;8400.0;4612.0;267.0;40.0;13279.0;Apartamento
Apartamento;Copacabana;1;0;0;38;1500.0;435.0;58.0;39.47;1993.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;30;750.0;490.0;101.0;25.0;1341.0;Apartamento
Apartamento;Botafogo;2;2;1;105;4600.0;1200.0;272.0;43.81;6072.0;Apartamento
Casa;Todos os Santos;2;0;0;55;1100.0;100.0;0.0;20.0;;Casa
Apartamento;Freguesia (Jacarepaguá);2;1;0;76;1900.0;720.0;0.0;25.0;;Apartamento
Quitinete;Tijuca;1;0;0;25;1200.0;381.0;25.0;48.0;1606.0;Apartamento
Conjunto Comercial/Sala;Centro;0;3;0;1300;123500.0;32500.0;0.0;95.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;262;5000.0;4110.0;1367.0;19.08;10477.0;Apartamento
Apartamento;Barra da Tijuca;4;3;2;160;3500.0;1600.0;500.0;21.88;5600.0;Apartamento
Apartamento;Leblon;2;0;1;90;4800.0;1129.0;210.0;53.33;6139.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;294;13300.0;5300.0;300.0;45.24;18900.0;Apartamento
Casa;Ramos;2;1;0;50;1000.0;0.0;120.0;20.0;;Casa
Conjunto Comercial/Sala;Méier;0;0;0;30;800.0;725.0;52.0;26.67;1577.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;130;4499.0;1750.0;400.0;34.61;6649.0;Apartamento
Apartamento;Ipanema;3;1;1;130;5500.0;2300.0;650.0;42.31;8450.0;Apartamento
Conjunto Comercial/Sala;Flamengo;0;0;0;25;1000.0;450.0;0.0;40.0;;Apartamento
Apartamento;Ipanema;4;3;4;180;25000.0;3500.0;1300.0;138.89;29800.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;2000.0;689.0;0.0;55.56;;Apartamento
Apartamento;Lagoa;2;2;1;98;3800.0;760.0;250.0;38.78;4810.0;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;32;1500.0;1350.0;110.0;46.88;2960.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;135;3500.0;1400.0;606.0;25.93;5506.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;150;3500.0;0.0;640.0;23.33;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;38;500.0;988.0;170.0;13.16;1658.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;0;0;48;700.0;317.0;14.0;14.58;1031.0;Apartamento
Apartamento;Barra da Tijuca;3;2;2;212;5500.0;1200.0;682.0;25.94;7382.0;Apartamento
Apartamento;Copacabana;1;2;0;70;2300.0;681.0;139.0;32.86;3120.0;Apartamento
Apartamento;Catete;3;0;0;100;2200.0;720.0;193.0;22.0;3113.0;Apartamento
Apartamento;Ipanema;4;2;4;280;30000.0;4100.0;1100.0;107.14;35200.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;2;93;2100.0;900.0;0.0;22.58;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;26;800.0;796.0;56.0;30.77;1652.0;Apartamento
Apartamento;Copacabana;3;0;0;75;2800.0;1090.0;0.0;37.33;;Apartamento
Apartamento;Centro;1;0;0;30;1100.0;400.0;0.0;36.67;;Apartamento
Apartamento;Flamengo;1;1;0;60;2300.0;724.0;126.0;38.33;3150.0;Apartamento
Apartamento;Engenho de Dentro;2;0;0;70;1100.0;402.0;34.0;15.71;1536.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;67;1750.0;750.0;0.0;26.12;;Apartamento
Apartamento;Itanhangá;2;0;0;58;900.0;547.0;34.0;15.52;1481.0;Apartamento
Apartamento;Tomás Coelho;2;0;0;55;650.0;345.0;0.0;11.82;;Apartamento
Quitinete;Laranjeiras;1;0;0;27;1000.0;460.0;25.0;37.04;1485.0;Apartamento
Apartamento;Ipanema;3;1;1;95;4500.0;1150.0;240.0;47.37;5890.0;Apartamento
Apartamento;Barra da Tijuca;4;2;2;118;2900.0;1000.0;200.0;24.58;4100.0;Apartamento
Apartamento;Tijuca;3;1;1;98;3100.0;1310.0;182.0;31.63;4592.0;Apartamento
Conjunto Comercial/Sala;Copacabana;0;1;0;22;1000.0;640.0;153.0;45.45;1793.0;Apartamento
Apartamento;Botafogo;2;1;1;78;4000.0;1100.0;0.0;51.28;;Apartamento
Apartamento;Taquara;3;1;1;74;950.0;672.0;15.0;12.84;1637.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);4;1;1;167;3300.0;730.0;0.0;19.76;;Apartamento
Apartamento;Gávea;4;1;1;190;11000.0;2370.0;604.0;57.89;13974.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;77;3000.0;2050.0;240.0;38.96;5290.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;100;10000.0;2150.0;735.0;100.0;12885.0;Apartamento
Apartamento;Ipanema;4;3;4;450;30000.0;5013.0;1116.0;66.67;36129.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;28;800.0;560.0;126.0;28.57;1486.0;Apartamento
Apartamento;Flamengo;2;0;0;88;2300.0;470.0;142.0;26.14;2912.0;Apartamento
Apartamento;Praça Seca;3;1;0;62;730.0;300.0;16.0;11.77;1046.0;Apartamento
Apartamento;Copacabana;4;1;0;260;6500.0;1900.0;3999.0;25.0;12399.0;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;22;1100.0;400.0;112.0;50.0;1612.0;Apartamento
Apartamento;Copacabana;1;0;0;55;2000.0;1930.0;0.0;36.36;;Apartamento
Conjunto Comercial/Sala;Centro;0;3;0;64;1300.0;915.0;0.0;20.31;;Apartamento
Apartamento;Praça Seca;2;1;0;97;850.0;555.0;0.0;8.76;;Apartamento
Apartamento;Barra da Tijuca;2;1;1;80;2100.0;1140.0;184.0;26.25;3424.0;Apartamento
Apartamento;Ipanema;3;1;2;110;6000.0;860.0;320.0;54.55;7180.0;Apartamento
Apartamento;Copacabana;3;1;0;134;2300.0;2000.0;0.0;17.16;;Apartamento
Apartamento;Barra da Tijuca;2;2;1;220;3500.0;2000.0;0.0;15.91;;Apartamento
Apartamento;Barra da Tijuca;2;1;1;76;1700.0;1476.0;0.0;22.37;;Apartamento
Apartamento;Bonsucesso;2;1;0;53;1200.0;200.0;0.0;22.64;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;2148;128880.0;48330.0;0.0;60.0;;Apartamento
Casa;Higienópolis;3;5;0;250;2400.0;0.0;650.0;9.6;;Casa
Apartamento;Barra da Tijuca;3;2;2;200;9500.0;1700.0;0.0;47.5;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;600;34000.0;5500.0;2035.0;56.67;41535.0;Apartamento
Apartamento;Humaitá;5;4;2;570;12500.0;2400.0;550.0;21.93;15450.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;150;9000.0;5452.0;1215.0;60.0;15667.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;75;2600.0;2416.0;200.0;34.67;5216.0;Apartamento
Apartamento;Riachuelo;1;1;0;45;900.0;557.0;16.0;20.0;1473.0;Apartamento
Conjunto Comercial/Sala;Maracanã;0;1;0;62;2400.0;695.0;83.0;38.71;3178.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;600;40000.0;0.0;0.0;66.67;;Apartamento
Conjunto Comercial/Sala;Glória;0;0;0;100;150.0;0.0;0.0;1.5;;Apartamento
Casa;Guaratiba;2;1;0;60;900.0;0.0;0.0;15.0;;Casa
Casa;Pedra de Guaratiba;4;0;0;90;3500.0;0.0;0.0;38.89;;Casa
Apartamento;Barra da Tijuca;2;1;1;74;3500.0;1100.0;0.0;47.3;;Apartamento
Apartamento;Botafogo;3;2;1;105;4300.0;1209.0;203.0;40.95;5712.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;140;4000.0;1450.0;495.0;28.57;5945.0;Apartamento
Apartamento;Laranjeiras;1;0;0;49;2100.0;356.0;55.0;42.86;2511.0;Apartamento
Apartamento;Barra da Tijuca;4;2;3;230;13000.0;4500.0;1400.0;56.52;18900.0;Apartamento
Casa de Condomínio;Barra da Tijuca;6;0;6;750;12000.0;1980.0;1200.0;16.0;15180.0;Casa
Casa de Condomínio;Barra da Tijuca;4;2;1;400;7900.0;1500.0;0.0;19.75;;Casa
Apartamento;Méier;2;1;1;53;1500.0;785.0;80.0;28.3;2365.0;Apartamento
Apartamento;Itanhangá;2;1;0;52;1300.0;500.0;0.0;25.0;;Apartamento
Apartamento;Barra da Tijuca;3;2;1;118;2000.0;1750.0;150.0;16.95;3900.0;Apartamento
Apartamento;Anil;2;1;0;46;1100.0;400.0;13.0;23.91;1513.0;Apartamento
Apartamento;Ipanema;4;4;2;524;30000.0;12000.0;1000.0;57.25;43000.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;30;600.0;572.0;78.0;20.0;1250.0;Apartamento
Apartamento;Centro;1;0;0;50;1400.0;520.0;47.0;28.0;1967.0;Apartamento
Apartamento;Ipanema;3;1;0;90;6500.0;1200.0;150.0;72.22;7850.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;113;3000.0;580.0;2750.0;26.55;6330.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;56;1400.0;560.0;76.0;25.0;2036.0;Apartamento
Casa;Tijuca;10;0;0;1050;45000.0;0.0;51784.0;42.86;;Casa
Apartamento;Barra da Tijuca;3;3;2;165;4900.0;1820.0;500.0;29.7;7220.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;1000.0;1069.0;164.0;33.33;2233.0;Apartamento
Apartamento;Botafogo;3;2;1;135;3100.0;1560.0;294.0;22.96;4954.0;Apartamento
Apartamento;Botafogo;1;0;0;40;1500.0;430.0;0.0;37.5;;Apartamento
Apartamento;Vila Isabel;3;0;0;70;1500.0;300.0;31.0;21.43;1831.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;80;1850.0;620.0;90.0;23.12;2560.0;Apartamento
Apartamento;Ipanema;4;3;3;180;25000.0;3200.0;9800.0;138.89;38000.0;Apartamento
Apartamento;Copacabana;2;1;0;60;2600.0;1480.0;0.0;43.33;;Apartamento
Apartamento;Barra da Tijuca;4;2;1;160;4200.0;1475.0;596.0;26.25;6271.0;Apartamento
Apartamento;Ipanema;4;4;2;400;25000.0;6500.0;220.0;62.5;31720.0;Apartamento
Apartamento;São Conrado;5;3;2;400;9500.0;10000.0;2100.0;23.75;21600.0;Apartamento
Apartamento;Marechal Hermes;1;0;0;33;600.0;3.0;0.0;18.18;;Apartamento
Apartamento;Copacabana;2;0;0;62;1600.0;1200.0;30.0;25.81;2830.0;Apartamento
Apartamento;Méier;2;0;0;92;1400.0;520.0;123.0;15.22;2043.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;90;1700.0;450.0;0.0;18.89;;Apartamento
Apartamento;Copacabana;2;1;1;87;3200.0;882.0;204.0;36.78;4286.0;Apartamento
Apartamento;São Conrado;2;1;1;81;2499.0;1120.0;170.0;30.85;3789.0;Apartamento
Apartamento;Gávea;2;1;0;80;2700.0;700.0;122.0;33.75;3522.0;Apartamento
Apartamento;Tijuca;1;1;0;67;1500.0;705.0;67.0;22.39;2272.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;3;200;3950.0;900.0;400.0;19.75;5250.0;Apartamento
Conjunto Comercial/Sala;Copacabana;0;0;0;35;400.0;938.0;170.0;11.43;1508.0;Apartamento
Apartamento;Leblon;2;0;0;59;3200.0;1012.0;0.0;54.24;;Apartamento
Apartamento;Barra da Tijuca;1;1;1;66;3000.0;2300.0;700.0;45.45;6000.0;Apartamento
Conjunto Comercial/Sala;Botafogo;0;3;0;241;16000.0;9384.0;0.0;66.39;;Apartamento
Apartamento;Lagoa;4;2;1;180;6300.0;2140.0;520.0;35.0;8960.0;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;23;1500.0;346.0;0.0;65.22;;Apartamento
Apartamento;Cachambi;2;1;0;70;1100.0;512.0;14.0;15.71;1626.0;Apartamento
Apartamento;Botafogo;2;1;0;66;2800.0;732.0;152.0;42.42;3684.0;Apartamento
Casa;Vila da Penha;2;0;0;68;1000.0;0.0;0.0;14.71;;Casa
Casa de Condomínio;Leblon;6;2;2;350;18000.0;3400.0;1351.0;51.43;22751.0;Casa
Apartamento;Largo do Machado;1;0;0;50;1600.0;350.0;30.0;32.0;1980.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;128;2800.0;900.0;200.0;21.88;3900.0;Apartamento
Apartamento;Gávea;2;1;0;63;2900.0;690.0;159.0;46.03;3749.0;Apartamento
Apartamento;Copacabana;4;1;1;160;3700.0;1600.0;0.0;23.12;;Apartamento
Apartamento;Copacabana;4;1;2;230;4500.0;1400.0;250.0;19.57;6150.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;935;112200.0;23375.0;0.0;120.0;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;32;3000.0;575.0;195.0;93.75;3770.0;Apartamento
Quitinete;Catete;1;0;0;26;1200.0;441.0;0.0;46.15;;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;78;1500.0;620.0;320.0;19.23;2440.0;Apartamento
Apartamento;Barra da Tijuca;4;4;4;300;20000.0;1800.0;1700.0;66.67;23500.0;Apartamento
Apartamento;Barra da Tijuca;4;4;2;342;30000.0;3900.0;16364.0;87.72;50264.0;Apartamento
Casa;Guaratiba;3;1;0;65;1000.0;0.0;0.0;15.38;;Casa
Apartamento;Tijuca;3;1;1;81;2000.0;600.0;89.0;24.69;2689.0;Apartamento
Apartamento;Lagoa;2;1;1;72;3100.0;890.0;243.0;43.06;4233.0;Apartamento
Apartamento;Tijuca;3;1;1;94;3500.0;957.0;2200.0;37.23;6657.0;Apartamento
Apartamento;Tijuca;2;0;0;80;1300.0;330.0;25.0;16.25;1655.0;Apartamento
Apartamento;Ipanema;3;1;1;135;5500.0;1870.0;218.0;40.74;7588.0;Apartamento
Casa;Irajá;2;1;0;60;600.0;0.0;0.0;10.0;;Casa
Apartamento;Ipanema;3;2;3;290;29500.0;3418.0;1034.0;101.72;33952.0;Apartamento
Apartamento;Copacabana;1;0;0;40;1500.0;750.0;70.0;37.5;2320.0;Apartamento
Apartamento;Barra da Tijuca;1;1;1;82;1800.0;1300.0;150.0;21.95;3250.0;Apartamento
Apartamento;Botafogo;3;2;1;105;4000.0;1298.0;202.0;38.1;5500.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;33;1500.0;650.0;103.0;45.45;2253.0;Apartamento
